water,phy,cdom,spm,wind,depth
0,0.36,0.03,0.02,6.31,1.84
0,1.01,0.05,11.8,4.89,2.72
0,0.06,0.02,21.27,4.25,14.13
0,0.08,0.34,9.53,7.56,8.12
0,0.02,0.82,2.87,11.18,6.95
0,5.41,0.08,0.09,6.02,2.71
0,0.02,2.12,24.52,7.77,11.25
0,5.16,0.02,0.54,9.7,17.42
0,0.02,0.46,17.35,4.86,15.14
0,0.31,0.02,0.72,4.97,13.84
0,5.35,0.01,0.02,5.53,9.44
0,0.7,0.07,14.93,6.82,14.17
0,1.79,0.07,0.04,10.23,17.25
0,4.16,0.31,1.62,6.3,16.45
0,0.02,0.02,16.43,8.32,5.65
0,0.43,0.57,0.09,4.49,14.56
0,1.12,0.01,0.08,5.32,13.51
0,0.01,0.14,1.15,8.18,13.69
0,2.24,0.21,0.03,2.12,2.99
0,0.64,0.01,0.02,5.96,4.2
0,0.02,0.01,3.94,6.6,3.53
0,0.01,0.21,2.41,9,18.06
0,0.18,0.62,8.31,6.92,0.95
0,0.9,0.05,1.25,9.46,18.58
0,0.06,0.04,0.07,5.27,11.15
0,1.07,0.04,0.44,4.31,7.82
0,0.04,0.9,0.06,2.62,5.48
0,0.95,0.03,0.39,5.85,1.55
0,0.11,1.29,1.55,4.95,5.77
0,0.06,0.34,0.02,5.46,7.6
0,1.86,0.02,1.09,4.83,14.11
0,0.03,0.08,0.32,5.43,8.86
0,1.03,0.1,0.17,7.69,3.71
0,0.13,0.17,9.3,6.8,0.43
0,0.01,0.25,1.69,5.28,5.17
0,1.31,0.27,0.27,10.03,8.67
0,0.12,0.94,0.79,4.72,4.85
0,0.18,0.28,0.06,5.38,11.07
0,3.81,0.28,4.23,12.49,14.59
0,0.01,1.14,6.92,14.21,12.71
0,5.1,1.04,0.11,5.52,10.05
0,0.27,1.06,0.24,5.52,17.41
0,1.4,0.18,0.24,7.28,19.11
0,0.33,0.03,21.7,3.37,6.54
0,1.5,1,0.1,7.73,12.55
0,0.14,0.88,10.66,4.83,15.3
0,0.04,0.41,0.15,3.11,9.51
0,0.06,1.71,0.06,6.43,11.33
0,1.47,0.25,2.13,4.91,6.8
0,2.31,0.8,1.95,8.91,3.33
0,0.35,0.12,0.38,5.79,3.9
0,0.25,0.08,4.26,7.86,4.16
0,1.62,0.02,0.39,10.2,3.11
0,0.16,0.01,0.98,5.55,7.17
0,0.07,0.81,2.04,8.94,8.39
0,0.01,0.07,4.39,10.22,12.65
0,3.51,0.03,0.02,8.85,0.8
0,4.32,0.05,5.31,8.67,3.08
0,0.89,0.06,0.25,4.07,6.89
0,0.68,0.67,7.65,8.3,15.39
0,2.04,0.03,11.7,5.94,5.18
0,0.13,0.63,0.08,7.28,10.69
0,2.83,0.7,0.07,15.35,13.23
0,0.66,0.42,1.28,9.13,7.62
0,0.32,0.64,0.42,4.94,1.61
0,0.07,0.66,2.6,5.95,15.09
0,0.05,0.62,2.59,3.91,18.2
0,4.06,1.03,2.75,5.2,0.61
0,0.03,0.44,15.31,4.52,1.94
0,2.32,0.38,3.17,7.08,4.65
0,0.06,0.01,0.05,6.63,17.15
0,1.98,0.14,0.28,4.55,17.11
0,0.06,0.02,0.72,7.43,2.1
0,0.04,0.64,0.06,11.96,17.62
0,0.6,0.4,2.49,7.87,5
0,0.77,0.5,0.07,3.9,18.95
0,0.14,1.53,0.17,6.56,18.66
0,6.94,1.54,0.03,4.54,13.74
0,1.13,0.07,4.09,3.25,4.84
0,0.04,0.62,3.23,8.96,4.98
0,0.4,1.32,0.01,5.82,11.23
0,0.01,0.42,4.24,4.15,14.37
0,0.05,0.85,7.8,3.88,18.99
0,0.04,1.86,0.04,6.52,3.85
0,0.11,1.57,4.96,7,15.86
0,1.27,0.04,0.03,6.36,3.27
0,2.08,0.03,6.31,6.39,9.35
0,2.72,0.24,0.48,6.23,6.7
0,0.02,0.08,0.06,9.47,15.43
0,0.28,0.2,0.43,4.84,14.01
0,1.28,0.26,0.81,8.34,4.13
0,0.01,0.17,1.28,5.09,10.97
0,0.01,0.11,0.03,4.85,15.57
0,0.01,1.69,0.27,6.19,18.36
0,0.15,0.35,0.04,4.69,16.94
0,0.31,0.46,0.43,13.05,8.78
0,6.74,1.45,0.03,5.62,3.75
0,0.87,0.27,20,6.76,18.21
0,2.37,0.03,0.02,3.3,3.07
0,0.02,1.03,3.98,2.38,2.39
0,0.07,0.08,0.14,4.4,10.3
0,0.96,0.33,0.42,8.64,3.14
0,0.01,0.02,3.4,5.7,2.12
0,1.83,1.48,0.15,5.99,16.81
0,0.2,0.56,3.7,4.28,8.57
0,0.96,2.09,0.09,4.15,14.51
0,1.12,0.01,10.29,6.12,6.92
0,1.56,0.01,20.18,11.61,6.43
0,6.39,0.26,0.01,4.48,9.6
0,0.18,0.04,0.8,4.02,19.09
0,0.06,0.66,7.74,5.31,6.1
0,0.42,0.08,5,5.31,6.74
0,0.19,0.79,0.65,4.94,8.47
0,0.03,0.02,0.15,3.45,6.11
0,0.1,0.54,23.25,9.5,19.12
0,0.13,0.02,3.03,6.55,7.29
0,2.19,0.77,1.43,10.83,13.62
0,1.01,0.76,4.89,7.77,13.78
0,0.12,2.09,5.34,2.63,1.2
0,0.21,0.12,0.04,6.32,10.63
0,0.34,0.35,0.06,4.41,1.63
0,2.22,0.03,0.34,4.83,17.76
0,0.23,0.84,1.17,5.75,3.85
0,4.37,0.01,13.61,6.4,10.32
0,0.14,0.03,0.04,6.43,16.19
0,0.05,0.04,0.04,5.56,12.58
0,0.36,0.66,0.2,4.63,7.1
0,6.35,0.1,12.45,8.61,13.03
0,2.25,0.03,10.03,6.29,0.19
0,1.74,1.22,0.05,7.89,12.67
0,6.46,0.25,3.69,5.7,12.68
0,0.28,1.89,0.48,6.55,5.26
0,0.26,0.02,1.34,7.78,16.63
0,2.6,1.9,2.49,5.27,8.27
0,0.24,0.03,7.31,6.92,11.45
0,0.94,0.02,0.46,9.6,16.93
0,0.01,0.03,0.3,7.5,10.5
0,0.13,0.14,3.04,5.6,14.94
0,0.04,1.41,0.26,7.08,8.23
0,0.18,0.01,0.98,3.79,0.91
0,3.37,0.03,23.89,9.94,12.14
0,0.22,0.09,3.11,7.67,5.62
0,0.04,0.48,0.32,4.17,2.15
0,0.07,0.05,0.94,6.2,18.74
0,0.39,0.06,4.67,7.07,15.72
0,0.01,0.02,2.35,4.11,14.3
0,0.22,0.04,0.04,7.64,10.87
0,0.36,1.91,1.14,5.6,12.22
0,0.1,1.02,0.3,5.47,4.28
0,1.07,1.14,0.01,9.84,10.34
0,2.64,0.04,0.04,4.32,6.64
0,0.91,0.01,0.62,3.98,14.73
0,0.1,0.63,0.15,6.51,10.08
0,0.11,0.36,0.06,6.22,10.9
0,1.1,0.03,0.19,4.21,17.94
0,0.24,0.15,5.54,4.37,17.4
0,0.02,0.25,0.18,7.71,3.76
0,0.05,0.84,12.98,7.28,15.56
0,1.31,0.82,0.01,9.11,10.75
0,0.03,0.02,0.79,4.71,7.46
0,3.72,0.02,1.33,13.11,14.96
0,0.03,0.09,0.02,6.52,15.6
0,0.23,0.9,14.7,9.97,19.56
0,0.79,0.71,28.19,5.32,8.31
0,0.02,0.18,0.05,4.71,10.34
0,0.11,0.47,6.97,10.28,2.73
0,0.37,0.53,1.18,7.01,5.33
0,0.31,0.29,0.06,8.67,2.78
0,0.03,0.01,0.03,5.84,10.09
0,0.05,0.09,0.19,9.76,1.42
0,1.31,0.19,4.28,6.15,3.35
0,1.5,0.53,0.03,8.47,2.29
0,0.28,0.02,12.79,6.62,0.19
0,3.72,0.34,0.04,5.92,8.41
0,3.89,0.02,0.31,3.53,16.77
0,3.83,0.7,2.49,8.67,19.07
0,0.02,0.07,15.95,7.18,4.65
0,0.01,0.61,0.94,4.5,14.1
0,1.35,0.01,0.66,6.81,15.45
0,0.01,0.15,1.55,5.11,0.65
0,0.6,0.03,0.06,4.36,2.2
0,0.02,2.35,0.49,3.41,10.59
0,0.67,0.04,0.53,4.8,18.51
0,0.42,2.26,0.1,6.13,10.03
0,4.82,0.02,26.91,2.88,12.83
0,1.1,0.91,0.83,3.99,5.12
0,0.83,0.41,0.83,2.93,9.44
0,0.05,0.01,0.02,8.86,2.83
0,0.12,0.51,0.56,6.97,1.62
0,0.04,1.34,0.25,4.86,2.3
0,3.18,0.04,0.44,8.2,8.31
0,1.51,0.02,0.99,9.67,13.65
0,0.08,1.69,14.89,3.59,8.02
0,3.16,0.25,0.26,5.52,11.71
0,0.12,0.13,0.27,4.18,17.93
0,0.08,0.01,0.28,7.96,5.11
0,1.86,0.2,0.22,5.04,19.89
0,0.25,2.1,10.88,10.21,0.61
0,0.26,0.91,3.64,10.1,13.46
0,1.4,0.06,0.22,6.29,12.86
0,0.14,0.09,7.66,6.74,1.51
0,1.06,0.43,0.15,7.76,0.2
0,1.58,0.04,0.36,4.74,4.47
0,0.08,0.53,0.28,7.25,7.19
0,2.9,0.02,20.47,4.62,11.54
0,0.15,0.04,0.03,5.45,8.22
0,0.04,1.83,2.11,4.4,19.1
0,0.19,0.02,0.77,5.91,18.47
0,0.23,0.51,18.07,3.97,11.23
0,2.51,0.43,0.04,4.13,15.18
0,5.32,0.32,0.36,4.14,15.71
0,0.01,0.1,0.03,6.03,11.09
0,0.39,0.11,0.4,8.07,3.49
0,1.12,1.57,1.45,6.09,7.68
0,0.12,0.31,8,6.03,19.56
0,0.06,1.54,3.84,6.02,3.82
0,6.72,0.42,0.04,5.45,14.15
0,0.1,1.07,2.31,6.58,9.77
0,0.02,0.44,9.14,4.35,13.34
0,0.02,0.15,0.02,9.04,2.01
0,0.03,0.46,0.11,5.79,3.94
0,0.06,0.3,18.59,4.53,13.56
0,0.06,0.01,0.03,10,17.41
0,0.03,0.03,7.52,8.52,16.16
0,1.43,0.03,8.46,5.56,10.62
0,0.66,1.7,0.02,8.61,19.65
0,0.04,0.51,19.96,6.11,11.88
0,3.58,0.08,0.02,8.18,8.02
0,0.34,0.16,2.03,5.3,13.43
0,0.01,0.02,1.15,5.3,5.57
0,0.31,0.06,0.05,5.92,5.29
0,0.86,0.36,6.9,6.04,13.04
0,0.06,2.4,1.74,5.01,7.67
0,0.4,0.04,2.65,4.47,2.23
0,1.12,0.97,0.29,5.24,1.43
0,1.76,0.01,8.92,6.3,11.59
0,1.17,0.66,2.91,11.5,3.65
0,2.24,0.03,23.18,7.48,12.01
0,6.26,0.22,0.36,13.18,19.89
0,0.75,0.42,0.22,5.43,3.63
0,1.54,0.47,0.69,9.14,18.77
0,5.01,2.12,3.29,5.34,2.77
0,0.44,0.14,5.6,8.56,18.48
0,5.45,0.42,0.29,5.1,17.14
0,5.28,0.36,2.6,4.63,16.47
0,3.08,0.19,8.45,7.81,7.34
0,0.18,0.27,0.02,6.41,0.94
0,0.73,0.06,14.28,7.13,5.73
0,0.24,0.02,22.12,4.54,3.93
0,0.03,1.26,0.33,7.63,19.23
0,0.38,0.08,0.03,7.03,4.05
0,0.06,0.48,16.15,5.07,19.49
0,0.95,2.18,4.15,6.36,13.01
0,0.04,1.08,0.51,10.17,2.19
0,0.49,0.33,0.2,6.91,1.08
0,0.03,0.14,0.06,6.39,10.29
0,0.36,0.52,0.49,7.82,6.79
0,0.69,1.29,1.11,6.88,3.33
0,3.38,0.15,0.03,6.57,12.28
0,0.34,0.03,22.74,21.13,8.3
0,0.56,0.21,0.67,7.75,18.27
0,3.76,0.06,0.03,3.37,9.84
0,0.14,0.03,0.58,5.79,15.81
0,1.53,0.51,24.2,5.52,16.74
0,0.07,0.03,0.1,5.31,0.81
0,0.29,0.73,0.05,15.91,16.79
0,0.13,0.03,0.2,7.51,8.38
0,0.22,0.01,0.32,8.99,12.8
0,0.05,1.53,0.66,4.61,8.75
0,3.56,0.12,25.87,6.97,14.86
0,1.9,0.02,1.55,9.21,13.15
0,1.64,0.04,0.02,5.96,6.77
0,1.38,1.77,0.02,6.41,15.56
0,0.11,0.25,0.13,16.54,5.58
0,0.86,0.24,20.97,8.91,17.2
0,0.13,0.27,0.02,7.51,4.51
0,4.54,0.96,7.87,7.36,0.67
0,2.1,0.63,0.09,5.37,12.1
0,0.07,0.23,1.07,6.72,7.84
0,0.02,0.72,4.82,5.75,12.4
0,0.23,0.02,14.27,6.61,16.05
0,4.92,0.01,19.51,5.66,13.31
0,5.04,0.16,19.54,8.42,4.89
0,0.01,0.02,0.05,5.98,16.29
0,0.01,0.04,0.47,8.02,7.21
0,0.37,0.06,1.41,6.88,13.39
0,0.52,0.89,0.99,11.52,8.12
0,0.87,0.15,7.75,4.29,13.66
0,1.03,0.16,0.01,5.54,10.98
0,1.27,0.1,0.83,7.26,1.48
0,0.19,0.15,10.59,7.21,3.53
0,4.63,0.02,0.06,3.71,19.18
0,0.07,0.14,0.37,7.56,13.28
0,1.58,0.02,6.68,10.48,15.94
0,0.09,0.03,0.34,8.17,16.5
0,0.17,0.41,0.33,8.73,9.07
0,0.14,0.86,4.73,6.96,16.85
0,0.54,0.06,0.87,5.57,0.84
0,0.17,0.7,0.01,8.39,15.05
0,0.9,0.36,1.56,7.1,5.97
0,4.3,1.53,7.07,5.42,17.92
0,3.83,1.17,0.29,3.67,9.6
0,1.31,2.3,0.03,8.61,7.32
0,0.42,0.07,0.19,7.17,3.8
0,0.48,0.21,28.13,10.16,16.54
0,4.19,0.25,11.07,7.46,5.41
0,0.34,0.12,0.02,7.75,6.68
0,0.37,1.17,0.06,11.36,14.65
0,0.03,0.11,0.05,8.41,4.8
0,1.04,0.07,1.45,5.63,16.65
0,5.85,0.18,8.95,7.12,8.08
0,0.29,1.75,0.04,5.55,12.34
0,1.46,0.03,17.7,5.85,19.06
0,0.05,0.01,1.34,5.2,1.07
0,2.88,0.05,5.33,6.27,10.67
0,0.42,0.24,1.24,8.69,4.19
0,0.03,0.02,3.2,7.13,19.6
0,0.48,0.38,1.3,9.11,7.79
0,0.36,1.16,0.86,14.22,11.64
0,0.42,0.24,0.05,6.37,13.62
0,4.04,0.18,0.05,7.17,14.69
0,0.25,0.17,0.02,7.65,9.1
0,0.05,1.64,0.17,10.15,19.4
0,0.07,2.39,0.38,6.49,4.26
0,0.1,0.89,0.45,11.43,13.81
0,0.32,1.4,0.01,6.79,10.39
0,0.02,0.71,1.43,5.43,9.95
0,4.4,0.06,0.01,8.33,1.07
0,0.32,0.34,0.06,13.62,10.51
0,0.39,1.3,0.07,5.08,14.27
0,0.78,1.38,1.06,8.26,4.72
0,5.17,0.03,4.48,13.78,10.79
0,2.03,0.93,0.04,9.52,14.64
0,0.39,0.82,2.51,6.27,9.89
0,0.02,1.24,6.61,7.96,7.84
0,1.16,1.84,0.07,6.79,16.76
0,1.35,0.22,0.01,4.27,12.58
0,0.01,0.12,2.03,10.64,8.55
0,0.01,0.06,4.91,3.4,13.88
0,4.88,0.01,4.24,8.92,7.74
0,0.01,1.4,2.2,6.52,6.34
0,1.82,0.03,0.07,11.13,15.17
0,2.93,0.36,0.21,10.6,4.89
0,2.87,0.36,2.47,2.42,3.3
0,0.32,0.26,0.71,4.6,6.22
0,3.16,0.12,11.42,6.97,3.44
0,5.93,0.22,0.02,5.79,6.22
0,4.41,0.36,0.24,7.31,19.97
0,0.21,0.01,26.49,8.52,1.22
0,0.54,0.68,9.57,8.27,16.23
0,0.01,0.02,0.01,17.82,13.71
0,0.02,0.3,7.76,6.21,2.26
0,1.03,0.17,0.02,8.14,18.63
0,0.24,0.02,0.34,4.78,14.18
0,0.11,0.24,0.18,4.06,9.34
0,3.43,0.51,0.07,6.3,0.56
0,4.86,0.14,0.01,6.68,6.61
0,0.77,0.03,11.03,8.05,16.77
0,0.02,0.58,0.05,7.91,14.8
0,0.27,0.02,0.05,9.1,19.12
0,0.65,0.65,25.62,11,9.37
0,0.04,0.52,0.07,5.72,15.33
0,0.86,0.37,17.06,7.4,1.44
0,0.02,0.29,0.02,4.48,14.49
0,0.03,0.16,1.37,6.1,6.01
0,0.05,0.01,18.56,10.49,17.14
0,4.72,0.81,0.42,7.43,1.6
0,0.08,0.43,0.55,10.63,11.85
0,4.52,0.18,0.31,5.12,0.99
0,0.1,0.63,0.01,6.22,3.91
0,1.57,0.02,0.17,3.57,15.4
0,0.02,0.8,0.35,6.51,16.89
0,0.7,1.2,1.61,6.46,12.6
0,5.6,0.17,1.58,5.58,8.27
0,3.42,0.03,0.26,6.11,11.85
0,0.2,0.4,3.55,8.84,6.08
0,0.91,0.35,0.11,1.95,13.31
0,5.37,0.01,29.7,5.58,19.89
0,0.03,0.34,0.09,6.32,8.03
0,0.02,0.02,0.18,5.77,14.85
0,0.02,0.04,12.6,8.2,3.69
0,0.2,0.09,0.83,12.75,5.94
0,0.01,0.11,0.23,5.83,15.92
0,0.29,0.03,0.13,8.37,9.19
0,0.06,0.84,0.93,13.02,18.75
0,0.5,0.02,0.02,8.15,15.42
0,3.71,0.7,2.07,9.06,14.59
0,1.15,0.02,0.11,7.74,18.46
0,0.2,0.1,0.99,6.32,1.74
0,0.63,0.1,3.54,6.08,18
0,0.02,0.1,0.15,9.24,9.51
0,0.04,0.07,27.26,3.65,11.68
0,0.46,0.02,0.67,5.66,4.53
0,0.01,0.02,2.39,5.04,1.81
0,0.02,1.1,3.05,6.41,16.26
0,0.02,0.82,0.16,3.22,7.62
0,1.93,0.22,1.51,4.3,19.03
0,0.55,0.02,1.46,5.92,13.83
0,2.72,0.05,0.05,3.83,16.95
0,0.66,0.32,0.37,5.28,4.64
0,1.66,2.13,1.05,8.96,12.94
0,0.24,0.06,2.3,7.57,0.95
0,0.01,0.28,9.33,4.73,12.47
0,0.61,0.01,3.89,5.35,9.78
0,3.81,0.1,0.74,11.07,14.94
0,0.36,0.24,0.2,8.64,17.8
0,2.4,0.04,0.07,5.82,2.6
0,0.01,0.02,0.54,4.45,9.51
0,0.13,1.02,3.87,6,4.42
0,0.58,0.24,3.09,8.17,5.93
0,0.3,0.1,11.3,5.47,0.67
0,4.98,1.18,0.39,5.75,10.96
0,0.13,0.12,1.07,4.7,14.1
0,0.02,0.56,0.84,6.38,4.49
0,0.7,0.03,2.22,6.2,16.53
0,0.28,0.13,0.66,4.08,3.12
0,0.39,0.21,0.5,4.09,9.43
0,0.63,0.24,0.33,6.67,6.67
0,0.51,0.93,0.15,11.51,5.98
0,0.24,2.24,0.91,5.81,18.15
0,0.35,0.6,1.41,8.02,7.04
0,0.64,2.05,1.27,11.46,1.36
0,4.51,0.28,0.04,7.89,2.66
0,1.31,0.03,0.92,9.04,12.91
0,0.51,0.53,1.37,5.16,14.24
0,0.23,0.1,17.53,8.02,9.31
0,3.88,0.01,5.82,13.16,16.13
0,0.02,0.43,0.03,5.48,13
0,0.16,1.19,12.27,4.17,12.4
0,1,0.2,0.03,5.08,0.5
0,0.04,1.75,0.16,4.48,18.95
0,0.86,0.18,0.05,5.76,1.7
0,0.41,0.5,9.7,6.62,2.95
0,1.92,0.22,0.44,6.8,12.38
0,0.05,1.17,0.08,4.79,15.66
0,2.14,0.68,0.07,6.32,17.3
0,1.97,0.04,0.01,5.58,0.49
0,0.39,0.29,1.64,10.12,7.11
0,0.09,0.15,3.13,4.96,0.74
0,0.03,0.01,20.7,5.03,0.93
0,0.55,0.03,0.05,11.03,5.03
0,0.19,0.1,4.79,5.79,19.65
0,0.11,0.02,2.62,5.79,14.31
0,0.71,0.1,0.38,2.68,14.59
0,0.24,0.02,0.02,5.45,15.75
0,0.28,0.06,11.88,5.91,10.47
0,0.01,0.08,1.6,7.49,13.07
0,4.2,0.77,0.28,9.12,15.34
0,2.96,0.03,3.54,8.27,1.32
0,0.04,0.01,0.02,1.95,13.22
0,0.56,0.02,0.23,3.87,6.49
0,2.6,0.03,0.02,9.21,10.97
0,0.04,0.61,0.99,6.67,6.44
0,4.76,0.31,0.03,5.39,14.2
0,0.44,0.02,8.31,9.5,4.75
0,0.32,0.55,7.03,5.11,1.02
0,0.23,0.46,0.5,6.51,15.32
0,0.05,0.03,0.34,6.81,14.74
0,0.54,0.49,7.33,5.16,12.49
0,0.23,0.16,16.47,4.45,4.66
0,2.02,0.19,6.56,6.1,0.63
0,0.07,0.09,0.97,5.46,13.46
0,0.26,0.07,13.23,6.41,10.24
0,0.01,0.97,1.38,10.25,11.29
0,0.17,0.22,0.15,9.72,1.45
0,0.82,1.15,2.52,2.85,11.02
0,2.4,0.06,0.47,8.59,19.96
0,3.89,1.3,27.45,18.62,3.24
0,0.12,0.17,26.28,3.83,11.7
0,0.12,0.05,0.02,10.47,6.32
0,1,0.09,0.02,4.18,13.64
0,1.44,1.63,1.12,7.64,9.29
0,0.02,0.26,0.22,8.11,13.09
0,0.02,0.05,1.07,3.81,11.26
0,0.08,0.04,0.85,10.87,14.39
0,0.58,0.44,0.37,5.9,2.97
0,2.47,0.2,0.02,4.5,0.78
0,1.18,0.1,18.46,11.5,18.6
0,0.09,0.02,3.59,4.55,3.99
0,3.27,0.01,0.28,8.15,19.35
0,0.62,0.39,0.64,8.37,0.7
0,0.66,0.03,12.39,6.97,2.99
0,0.03,1.3,9.66,5.05,12.93
0,0.03,0.08,11.72,4.63,1.15
0,0.64,0.26,0.51,5.46,5.2
0,0.34,1.93,1.62,9.79,1.3
0,0.01,0.12,0.02,6.92,17.69
0,0.06,0.08,0.03,5.17,19.79
0,5.88,1.07,0.03,6.83,15.72
0,0.02,2.35,0.04,5.45,9.38
0,0.02,0.17,4.92,4.66,18.45
0,1.79,0.27,0.08,7.12,9.86
0,0.34,0.03,2.7,7,11.43
0,0.46,0.08,0.06,7.1,18.21
0,0.19,0.26,1.38,9.78,12.77
0,0.68,2.23,0.02,12.12,12.52
0,0.68,2.3,0.17,5.25,18.39
0,0.02,0.48,0.04,9.18,8.42
0,2.5,0.21,0.02,9.89,2.84
0,1.07,1.98,0.44,4.52,9.38
0,0.05,0.11,0.23,7.36,18.13
0,2.86,0.41,0.13,10.65,8.21
0,3.43,0.01,17.29,4.51,7.66
0,0.01,1.39,0.53,5.99,4.76
0,0.12,0.02,0.05,3.24,18.2
0,0.26,1.29,0.05,9.53,7.48
0,0.27,0.21,6.49,6.14,0.31
0,1.02,0.06,1.19,4.41,6.58
0,0.6,1.42,0.02,4.07,3.65
0,0.41,0.21,20.89,7.36,7.73
0,0.77,0.3,0.27,4.16,0.38
0,4.49,0.01,1.45,5.79,0.77
0,0.54,0.78,9.34,6.3,17.42
0,1.64,0.03,0.77,7.78,12.06
0,1.12,0.03,0.02,9.28,11.2
0,1.27,0.72,1.14,6.96,13.12
0,0.07,0.09,5.81,7.41,9.8
0,2.47,0.16,0.25,8.24,6.28
0,3.75,0.26,2.01,3.51,2.83
0,3.03,0.11,0.94,6.1,1.5
0,6.78,2.42,0.08,12.13,8.28
0,0.01,0.09,2.02,7.08,8.88
0,0.02,0.01,6.28,9.52,4.61
0,0.02,0.93,6.44,6.82,11.62
0,3.15,1.3,0.72,7.25,1.06
0,3.66,0.16,0.04,6.51,8.95
0,0.03,0.02,12.07,7.31,2.31
0,2.13,1.64,0.41,7.36,19.59
0,1.41,0.02,0.29,2.74,3.3
0,6.68,0.01,0.22,6.76,19.97
0,0.87,0.43,1.05,9.72,19.16
0,1.92,0.95,11.1,8.2,2.37
0,0.06,0.12,0.16,8.88,15.45
0,0.19,0.14,0.08,6.77,1.35
0,3.38,2.07,0.14,5,14.43
0,0.11,0.05,3.73,6.3,13.34
0,1.39,0.37,0.95,8.5,16.27
0,0.03,1.93,1.5,6.74,11.23
0,0.31,0.02,5.57,9.06,10.56
0,0.08,0.03,0.53,12.97,16.86
0,0.32,0.6,0.09,4.55,10.2
0,1.94,0.02,0.01,8.23,2
0,0.02,0.2,0.02,7.01,2.14
0,0.24,0.25,0.26,5.16,3.54
0,1.4,0.17,0.05,6.62,9.19
0,0.76,0.13,25.37,4.54,2.22
0,1.78,0.74,9.26,7.89,16.63
0,0.09,0.42,0.03,3.98,13.69
0,0.36,0.65,15.99,12.72,16.75
0,0.22,1.33,0.43,8.34,14.39
0,2.33,1.32,1.39,6.38,9.88
0,0.26,1.35,1.51,8,10.89
0,1.16,0.02,0.01,8.45,9.65
0,2.15,0.22,0.36,8.49,17.25
0,4.12,1.89,0.24,5.79,4.1
0,0.01,2.29,19.41,5.05,12.7
0,0.2,0.35,9.42,7.59,2.97
0,1.53,0.03,0.07,7.37,0.83
0,0.41,1.68,0.04,18.01,19.29
0,0.26,0.24,0.05,6.95,0.74
0,0.01,0.93,0.74,8.93,2.04
0,1.92,0.01,2.17,7.11,4.59
0,0.1,2.47,26.38,6.39,5.01
0,0.82,0.99,5.74,6.88,14.87
0,0.46,0.27,0.03,9.52,14.78
0,0.03,0.06,26.96,3.77,1.47
0,0.9,0.05,13.16,9.34,4.67
0,0.07,0.01,0.02,4.59,3.23
0,4.46,0.03,0.25,5.7,12.27
0,0.2,1.7,3.84,7.26,14.15
0,1.79,0.04,0.49,4.14,10.46
0,0.04,0.01,16.01,3.97,7.46
0,0.02,0.79,0.3,6.06,15.07
0,0.35,0.25,0.75,4.56,15.41
0,0.2,0.46,0.05,6.51,12.23
0,0.02,0.06,1.32,8.55,5.79
0,0.73,0.98,12.46,5.97,11.48
0,0.29,1.36,0.19,4.02,7.16
0,1.34,0.01,5.87,4.44,3.43
0,1.91,0.02,0.05,9.67,8.49
0,0.24,0.73,0.04,4.39,16.76
0,0.27,0.43,0.04,6.91,11.6
0,0.11,0.01,14.55,6.9,8.47
0,1.74,2.12,1.13,5.97,12.85
0,0.01,2,0.04,10.34,18.8
0,0.01,0.2,0.13,4.86,3.95
0,1.45,0.09,0.41,4.97,9.37
0,0.06,0.62,25.59,4.74,12.08
0,0.04,0.01,0.05,9.05,5.19
0,4.5,0.04,2.37,9.83,12.62
0,1.93,0.04,1.57,6.05,16.41
0,3.02,0.59,21.01,4.14,1.44
0,0.18,0.42,0.25,6.42,2.89
0,2.79,0.13,20.5,10.19,3.32
0,3.13,0.15,5.47,6.69,0.23
0,0.17,1.36,1.16,4.34,16.27
0,1.1,0.18,1.52,11.07,10.65
0,0.34,0.73,0.04,8.81,7.1
0,0.01,0.45,1.74,8.24,16.68
0,0.02,0.01,0.4,6.03,3.05
0,0.03,0.02,5.04,7.86,3.64
0,0.22,2.38,0.06,3.93,3.89
0,0.62,0.1,4.04,9.05,3.48
0,6.49,0.06,1.3,7.72,11.82
0,4.82,1.37,27.47,5.89,13.49
0,0.11,2.12,0.17,6.47,17.08
0,3.39,0.6,25.73,5.92,10.45
0,3.69,0.07,2.14,8.43,9.23
0,0.45,0.03,5.75,5.7,6.58
0,5.06,1.78,0.11,6.13,13.32
0,0.11,1.61,16.91,4.86,5.25
0,2.34,0.01,0.1,4.1,1.63
0,0.25,0.41,0.79,8.66,18.14
0,0.5,0.71,0.17,5.85,1.51
0,1.12,0.52,0.55,3.95,19.72
0,2.53,0.56,1.78,6.61,15.51
0,0.18,1.13,0.11,4.09,13.92
0,0.16,0.01,0.03,7.54,0.73
0,4.61,0.01,0.66,12.37,17.91
0,0.32,0.86,0.16,7.61,14.28
0,2.39,0.3,0.01,10.88,7.6
0,0.02,0.73,6.22,6.7,5.24
0,0.08,2.39,0.09,3.77,15.17
0,0.04,0.43,0.08,5.4,12.02
0,2.81,0.24,0.24,7.37,12.39
0,0.03,0.19,0.31,4.83,2.97
0,0.01,0.12,0.27,8.2,15.95
0,0.05,0.06,0.02,6.28,12.7
0,0.07,0.22,3.01,4.79,16.44
0,1.75,1.69,4.78,6.91,10.73
0,1.19,0.97,0.01,3.66,4.83
0,0.09,0.53,7.79,4.99,16.74
0,0.18,0.03,0.52,9.2,19.28
0,0.37,0.19,0.1,8.25,6.5
0,0.01,0.07,0.95,2.92,1.71
0,0.15,1.07,1.41,4.68,15.39
0,0.06,0.1,16.65,9.44,19.45
